,pulsetiming,x,y,z
0,4.023434721999999,0.537058,4.005096,1.382018
1,4.0679416669999995,0.527554,3.999109,1.356992
2,4.100038889,0.518557,3.996239,1.343774
3,4.138997222,0.507504,3.99921,1.336645
4,4.178090972,0.506594,4.006392,1.339795
5,4.213382638999999,0.511331,4.008152,1.34444
6,4.257903471999999,0.521639,4.000925,1.347636
7,4.301059722,0.526776,3.993273,1.339024
8,4.343674305999999,0.531763,3.986272,1.31939
9,4.436288889,0.524041,3.950578,1.211167
10,4.471288889,0.518883,3.924952,1.163286
11,4.505125694,0.506524,3.876647,1.094769
12,4.5365493059999995,0.495738,3.830342,1.041561
13,4.566528472,0.48301,3.776497,0.988348
14,4.601146527999999,0.470581,3.714596,0.936842
15,4.642045832999999,0.457945,3.619894,0.871199
16,4.679556249999999,0.452127,3.511259,0.810052
17,4.71922986,0.45202,3.390803,0.755793
18,4.75795903,0.457981,3.260359,0.708966
19,4.804854859999999,0.47385,3.12124,0.673722
20,4.84674375,0.503142,2.937683,0.646785
21,4.884535419999999,0.523946,2.824287,0.640157
22,4.92189306,0.551882,2.672402,0.644931
23,4.949427779999999,0.571845,2.559356,0.658345
24,4.976806249999999,0.587202,2.448275,0.680293
25,5.049278469999999,0.601658,2.195707,0.759523
26,5.09862569,0.597019,2.021089,0.832301
27,5.1632437499999995,0.576931,1.807192,0.91812
28,5.22630625,0.551151,1.552833,1.001582
29,5.283872219999999,0.535467,1.372888,1.055123
30,5.34190347,0.542683,1.161837,1.119181
31,5.43819167,0.648662,0.845021,1.223803
32,5.51975069,0.816483,0.641032,1.292296
33,5.572538889999999,0.946887,0.53693,1.323223
34,5.610809719999999,1.064181,0.468801,1.341774
35,5.64136875,1.157259,0.423867,1.352817
36,5.665417359999999,1.253603,0.385052,1.364929
37,5.693448609999999,1.319736,0.360674,1.372212
38,5.776292359999999,1.626658,0.288247,1.417303
39,5.8081499999999995,1.734367,0.278447,1.432223
40,5.84105278,1.842102,0.267281,1.449837
41,5.87055625,1.952364,0.25652,1.471216
42,5.905722919999999,2.100922,0.24284,1.49376
43,5.941000689999999,2.211411,0.232884,1.495287
44,5.97279236,2.320466,0.223973,1.481811
45,6.01263264,2.46431,0.215871,1.451202
46,6.062320139999999,2.645179,0.214318,1.413324
47,6.116358329999999,2.868845,0.230581,1.373135
48,6.160063189999999,3.020995,0.257652,1.345378
49,6.19730972,3.171169,0.296474,1.323251
50,6.22590347,3.282054,0.335495,1.3105
51,6.252726389999999,3.354233,0.364957,1.304251
52,6.280990279999999,3.459407,0.414484,1.299256
53,6.31717431,3.592049,0.493329,1.297382
54,6.35824375,3.715283,0.583391,1.298663
55,6.4007472199999995,3.829274,0.688819,1.298457
56,6.4388444400000004,3.932319,0.802914,1.30274
57,6.466695139999999,4.001554,0.894639,1.307167
58,6.50415347,4.059806,0.992866,1.313468
59,6.53360833,4.102992,1.098672,1.321344
60,6.5650701399999996,4.143905,1.246247,1.33415
61,6.589413889999999,4.158595,1.321606,1.341272
62,6.61021944,4.170113,1.398384,1.347047
63,6.63144514,4.179261,1.475911,1.351404
64,6.65401458,4.185889,1.553281,1.354903
65,6.687799309999999,4.19025,1.708506,1.36206
66,6.73372986,4.180415,1.866566,1.366502
67,6.78836875,4.154474,2.105824,1.362354
68,6.843986809999999,4.126162,2.306593,1.350858
69,6.8816187499999995,4.096241,2.467283,1.338744
70,6.90550417,4.067776,2.586533,1.334326
71,6.932389579999999,4.044883,2.665361,1.333163
72,6.97748333,3.969295,2.853557,1.34118
73,7.028840969999999,3.866611,3.031752,1.355227
74,7.0836048599999994,3.759315,3.207135,1.375984
75,7.140834029999999,3.620564,3.412963,1.392963
76,7.19757708,3.44858,3.592057,1.413581
77,7.23947639,3.321359,3.69824,1.427152
78,7.29177153,3.157426,3.820602,1.44582
79,7.34849028,2.948561,3.948406,1.465019
80,7.395448609999999,2.760607,4.026779,1.486002
81,7.440191669999999,2.608701,4.07776,1.505421
82,7.48138958,2.454955,4.116297,1.525571
83,7.53035139,2.262855,4.151231,1.550044
84,7.576209029999999,2.07144,4.168663,1.576956
85,7.61947292,1.921363,4.173043,1.596203
86,7.676243749999999,1.703781,4.166961,1.628417
87,7.726396529999999,1.531082,4.144122,1.65736
88,7.767361809999999,1.398385,4.114079,1.682163
89,7.807156939999999,1.271885,4.080083,1.706614
90,7.88804236,1.035243,3.995132,1.748645
91,7.92353194,0.951912,3.959077,1.759358
92,7.96871597,0.817389,3.88963,1.764833
93,8.01861875,0.687855,3.818924,1.758722
94,8.0728375,0.564143,3.742218,1.745967
95,8.119674309999999,0.456673,3.645391,1.729376
96,8.16747986,0.369851,3.530092,1.711619
97,8.21906667,0.304839,3.400294,1.691326
98,8.27315694,0.260656,3.25957,1.667724
99,8.33616389,0.224311,3.050855,1.626551
100,8.39955625,0.213055,2.861394,1.582235
101,8.45918125,0.221366,2.661837,1.537099
102,8.535309719999999,0.254958,2.383639,1.481417
103,8.596830559999999,0.292083,2.166717,1.44432
104,8.64050069,0.321046,2.018707,1.422879
105,8.67803889,0.352841,1.871556,1.407318
106,8.71769861,0.389939,1.725524,1.400169
107,8.752629169999999,0.41955,1.617841,1.399277
108,8.828941669999999,0.511307,1.338666,1.408
109,8.89029583,0.594294,1.136526,1.414992
110,8.95791736,0.711297,0.91276,1.420517
111,9.02176806,0.836347,0.738617,1.426863
112,9.06754583,0.962705,0.614745,1.435146
113,9.112945139999999,1.073615,0.529274,1.444854
114,9.15456319,1.193327,0.456356,1.454134
115,9.19397639,1.317521,0.396377,1.466262
116,9.22985139,1.44735,0.351577,1.479793
117,9.261757639999999,1.544955,0.324295,1.491564
118,9.31003194,1.711519,0.293556,1.511709
119,9.35970556,1.878589,0.27583,1.530132
120,9.41705625,2.092776,0.276038,1.544454
121,9.48155278,2.306928,0.286273,1.548982
122,9.55431667,2.541375,0.292678,1.552738
123,9.63443819,2.817997,0.320404,1.552586
124,9.712875689999999,3.093217,0.359001,1.550567
125,9.773361809999999,3.294533,0.391,1.55234
126,9.84413264,3.519436,0.425216,1.569006
127,9.908927779999999,3.724759,0.454267,1.607103
128,9.96183403,3.858891,0.466727,1.642426
129,10.00832014,3.978414,0.475983,1.685342
130,10.05116389,4.061702,0.485349,1.724106
131,10.09632708,4.149105,0.498347,1.77355
132,10.14705625,4.216726,0.52086,1.824047
133,10.20018819,4.267327,0.553018,1.870503
134,10.257299309999999,4.313902,0.600927,1.915756
135,10.29622292,4.332325,0.641024,1.935849
136,10.33682361,4.343455,0.687442,1.944937
137,10.38620208,4.347712,0.748936,1.942619
138,10.43287569,4.34649,0.801947,1.925786
139,10.48163958,4.337915,0.868851,1.884824
140,10.52878542,4.323507,0.936265,1.820417
141,10.592014579999999,4.297919,1.015704,1.719598
142,10.64998333,4.257744,1.099697,1.596939
143,10.70164653,4.202942,1.173881,1.484911
144,10.748969439999998,4.126629,1.252301,1.370616
145,10.800417359999999,4.02686,1.334241,1.258273
146,10.833021529999998,3.954908,1.384026,1.193537
147,10.86632708,3.850708,1.452735,1.11185
148,10.90378542,3.767116,1.508044,1.054634
149,10.96257708,3.587157,1.626924,0.959733
150,11.021556249999998,3.393836,1.758208,0.893256
151,11.0823375,3.196615,1.905712,0.841003
152,11.13692083,2.997821,2.063616,0.805018
153,11.188434719999998,2.830729,2.200471,0.789738
154,11.248351389999998,2.629571,2.363464,0.79908
155,11.30591736,2.434108,2.527616,0.827376
156,11.36104236,2.272435,2.659646,0.864889
157,11.41736528,2.089306,2.815239,0.922516
158,11.47360139,1.941185,2.935322,0.980714
159,11.52004236,1.796192,3.037951,1.051245
160,11.558962499999998,1.684943,3.106685,1.11125
161,11.61197639,1.548318,3.171329,1.188008
162,11.668743749999999,1.392928,3.222853,1.276407
163,11.72365347,1.267986,3.242164,1.340673
164,11.807903470000001,1.055695,3.229975,1.43325
165,11.998632639999999,0.673259,3.039222,1.513676
166,12.14900069,0.456794,2.757077,1.474803
167,12.22016736,0.386317,2.589607,1.439134
168,12.33822986,0.3098,2.262112,1.369744
169,12.398625690000001,0.296221,2.081149,1.337917
170,12.460969440000001,0.301271,1.891925,1.31316
171,12.532709030000001,0.326244,1.666815,1.293057
172,12.60051458,0.376893,1.441437,1.283219
173,12.70288611,0.497563,1.129109,1.282055
174,12.801122219999998,0.671469,0.848201,1.289842
175,12.872309719999999,0.826719,0.689948,1.31102
176,12.95541389,1.041676,0.522228,1.34708
177,13.04011875,1.249029,0.404592,1.382775
178,13.09937569,1.413932,0.33595,1.40824
179,13.15510486,1.58919,0.284862,1.427636
180,13.207629169999999,1.742857,0.252764,1.438365
181,13.248792360000001,1.869182,0.231663,1.443772
182,13.308577080000001,2.067695,0.213432,1.451039
183,13.377691669999999,2.301337,0.219476,1.447237
184,13.45663958,2.574222,0.240913,1.441931
185,13.526056249999998,2.819755,0.270467,1.440784
186,13.59574028,3.063071,0.307183,1.451684
187,13.664205560000001,3.267594,0.340819,1.473793
188,13.762629169999999,3.589448,0.404849,1.537115
189,13.835604859999998,3.812494,0.46738,1.614784
190,13.91408056,3.976059,0.531034,1.69589
191,13.987247219999999,4.123021,0.616497,1.791402
192,14.03747986,4.19137,0.678413,1.846616
193,14.091743750000001,4.245632,0.748586,1.8927
194,14.145441669999999,4.289662,0.842674,1.93354
195,14.228021530000001,4.3188,0.981706,1.955988
196,14.27019861,4.321637,1.055472,1.94907
197,14.32161875,4.315843,1.14726,1.92175
198,14.372601389999998,4.300506,1.239322,1.873697
199,14.43324375,4.263852,1.347343,1.791927
200,14.48398681,4.213309,1.431093,1.70623
201,14.53082708,4.138328,1.502496,1.608214
202,14.58117083,4.037427,1.559966,1.502431
203,14.628622219999999,3.913531,1.608742,1.392815
204,14.674125689999999,3.801462,1.646504,1.299979
205,14.725379169999998,3.611917,1.707234,1.170247
206,14.792462500000001,3.398808,1.779889,1.058658
207,14.84425069,3.210387,1.853034,0.981004
208,14.88538958,3.018617,1.93909,0.920799
209,14.920899999999998,2.902364,1.995522,0.895324
210,14.955611809999999,2.7495,2.076374,0.874122
211,14.990018059999999,2.636006,2.139602,0.868522
212,15.03000417,2.490073,2.226901,0.872648
213,15.06743125,2.350523,2.31719,0.889393
214,15.122625690000001,2.187429,2.437399,0.922012
215,15.173663889999998,2.032427,2.560184,0.971834
216,15.229806250000001,1.866053,2.721749,1.037413
217,15.281792359999999,1.738935,2.858785,1.098384
218,15.333740279999999,1.617455,2.987688,1.175792
219,15.391795830000001,1.486225,3.138749,1.277569
220,15.45244861,1.366674,3.288728,1.371563
221,15.517084030000001,1.249392,3.454713,1.482653
222,15.58704583,1.175432,3.617491,1.581248
223,15.64938264,1.163385,3.747151,1.655287
224,15.7193375,1.215443,3.880133,1.720079
225,15.78027847,1.305903,3.976618,1.747695
226,15.836486809999998,1.424285,4.061417,1.739439
227,15.88697639,1.54315,4.115692,1.708226
228,15.941927779999999,1.677498,4.157145,1.660449
229,15.99486528,1.825793,4.176266,1.595861
230,16.040469440000003,1.987175,4.178708,1.520991
231,16.08610486,2.160388,4.159728,1.441311
232,16.128611810000002,2.30583,4.133477,1.377617
233,16.17516389,2.491507,4.081492,1.303243
234,16.219243749999997,2.643233,4.029154,1.251734
235,16.275993749999998,2.869559,3.929118,1.19317
236,16.33721944,3.088116,3.804341,1.14677
237,16.39946597,3.294386,3.652304,1.109722
238,16.45359792,3.445859,3.504423,1.082294
239,16.49984792,3.57285,3.337627,1.068895
240,16.535063190000002,3.652542,3.194028,1.067683
241,16.57053889,3.70064,3.083605,1.074037
242,16.598896529999998,3.739027,2.972984,1.087869
243,16.63449722,3.771628,2.863972,1.109994
244,16.668278469999997,3.804492,2.72375,1.147395
245,16.702959030000002,3.82739,2.623386,1.18163
246,16.741590969999997,3.857246,2.497077,1.236109
247,16.786122220000003,3.901321,2.346549,1.310733
248,16.84547639,3.951537,2.169219,1.392614
249,16.91573681,4.011205,1.963421,1.459381
250,16.99292431,4.07253,1.765284,1.515788
251,17.070275000000002,4.12471,1.537645,1.547171
252,17.13544167,4.154407,1.337257,1.550512
253,17.20613958,4.163674,1.133636,1.542918
254,17.274764580000003,4.147838,0.961035,1.522198
255,17.34726458,4.093593,0.739941,1.485971
256,17.404535420000002,4.038644,0.611746,1.465192
257,17.46291042,3.946987,0.474586,1.433052
258,17.51576806,3.826877,0.360639,1.400019
259,17.566681250000002,3.708462,0.289795,1.364421
260,17.618827080000003,3.576664,0.24183,1.322266
261,17.663840970000003,3.461802,0.2216,1.288246
262,17.70571597,3.310741,0.218171,1.242136
263,17.74567778,3.181777,0.225689,1.204118
264,17.787108330000002,3.048494,0.24222,1.165613
265,17.82025069,2.94457,0.256188,1.137054
266,17.85104236,2.838378,0.271607,1.111017
267,17.883802779999996,2.730069,0.289263,1.089298
268,17.945629169999997,2.465155,0.32898,1.056667
269,18.0039625,2.265709,0.351645,1.046067
270,18.078563189999997,1.942139,0.403619,1.02386
271,18.141004170000002,1.696988,0.45245,1.006242
272,18.19196597,1.492172,0.501764,1.013812
273,18.252972919999998,1.256551,0.583045,1.037113
274,18.33970556,0.927298,0.733525,1.102051
275,18.42327153,0.672733,0.899284,1.18217
276,18.493323609999997,0.490007,1.069917,1.259738
277,18.55455278,0.367044,1.231576,1.329159
278,18.616365279999997,0.265841,1.43688,1.403448
279,18.678455559999996,0.213712,1.622407,1.458716
280,18.734531939999997,0.187883,1.783135,1.49895
281,18.8038375,0.180617,2.016044,1.537253
282,18.86017778,0.185651,2.222787,1.555788
283,18.90411528,0.206019,2.361107,1.556669
284,18.933542359999997,0.223385,2.465754,1.551065
285,18.966726389999998,0.247173,2.604653,1.541184
286,19.00142778,0.267804,2.707794,1.531493
287,19.038472919999997,0.299623,2.84427,1.519127
288,19.06627153,0.32433,2.946994,1.513658
289,19.096271530000003,0.351137,3.047134,1.511213
290,19.12545556,0.379739,3.144771,1.513044
291,19.165212500000003,0.418994,3.272948,1.522364
292,19.21224375,0.460955,3.401269,1.535359
293,19.24984097,0.506377,3.527895,1.543457
294,19.30716736,0.589596,3.704697,1.549603
295,19.363653470000003,0.674784,3.836516,1.55369
296,19.40610486,0.778616,3.949949,1.554259
297,19.442965970000003,0.849426,4.007156,1.552404
298,19.484288890000002,0.953047,4.072116,1.550518
299,19.53728889,1.124255,4.140445,1.532153
300,19.585771530000002,1.277824,4.173089,1.498844
301,19.640740280000003,1.439443,4.183791,1.460049
302,19.699365280000002,1.644018,4.17404,1.412026
303,19.754632639999997,1.819468,4.146176,1.367425
304,19.812976390000003,2.032729,4.097342,1.318538
305,19.88372639,2.283805,4.02168,1.281055
306,19.93845556,2.495507,3.943457,1.264821
307,20.00178889,2.696624,3.85387,1.262564
308,20.07230278,2.914022,3.736955,1.28286
309,20.13439306,3.084581,3.628152,1.314968
310,20.199375689999997,3.265424,3.489527,1.355757
311,20.25665,3.404073,3.361917,1.391401
312,20.311702079999996,3.508958,3.251977,1.419673
313,20.364639580000002,3.603522,3.136948,1.446227
314,20.409035420000002,3.687643,3.017391,1.469395
315,20.447643059999997,3.748792,2.91899,1.487018
316,20.50503542,3.826473,2.769641,1.512942
317,20.580413890000003,3.89887,2.590865,1.546432
318,20.62718125,3.9447,2.460322,1.568497
319,20.70937222,4.003217,2.247007,1.589677
320,20.77549722,4.044231,2.058342,1.592661
321,20.837313189999996,4.071793,1.892333,1.590152
322,20.91025417,4.088015,1.693128,1.577322
323,20.979879169999997,4.089209,1.49016,1.558202
324,21.061941670000003,4.073286,1.257347,1.537792
325,21.131354860000002,4.038392,1.0582,1.527233
326,21.208070139999997,3.972593,0.846781,1.52939
327,21.280861809999998,3.886458,0.683321,1.541268
328,21.36387569,3.756882,0.526638,1.553443
329,21.42845208,3.620124,0.417808,1.555539
330,21.48118472,3.511569,0.355776,1.549666
331,21.53794861,3.370872,0.300018,1.528163
332,21.588372219999997,3.24535,0.267702,1.503747
333,21.62565694,3.139934,0.246897,1.48121
334,21.659597920000003,3.059649,0.237327,1.461684
335,21.70233056,2.949488,0.230083,1.432728
336,21.759354860000002,2.779192,0.232715,1.388824
337,21.826459030000002,2.570294,0.248408,1.338186
338,21.88174722,2.414957,0.264417,1.300732
339,21.955052780000003,2.160021,0.301804,1.242264
340,22.041177779999998,1.896935,0.350243,1.198594
341,22.119719439999997,1.629732,0.415901,1.175972
342,22.209528470000002,1.334179,0.516381,1.167592
343,22.30363611,1.05644,0.651108,1.178566
344,22.39139653,0.805454,0.825346,1.199812
345,22.48459097,0.59363,1.033254,1.232712
346,22.562104859999998,0.444504,1.241851,1.267175
347,22.62817431,0.345337,1.437464,1.297881
348,22.691170829999997,0.282872,1.611393,1.323687
349,22.754615280000003,0.241656,1.790835,1.345344
350,22.814740280000002,0.22114,1.97462,1.362276
351,22.869629169999996,0.213694,2.162177,1.370159
352,22.922802779999998,0.22342,2.320166,1.366145
353,22.96783403,0.240279,2.478101,1.357313
354,23.01300069,0.261939,2.603815,1.347153
355,23.054000690000002,0.287664,2.728827,1.336488
356,23.08899375,0.317963,2.852109,1.329761
357,23.131396529999996,0.350739,2.974101,1.328069
358,23.170330559999996,0.386212,3.094707,1.331253
359,23.212601389999996,0.423108,3.21308,1.339107
360,23.28015,0.492263,3.417562,1.357598
361,23.31293125,0.524771,3.502139,1.366335
362,23.369702079999996,0.592983,3.665002,1.385902
363,23.441080559999996,0.685781,3.835677,1.410963
364,23.49403889,0.763901,3.94044,1.431199
365,23.53587222,0.852327,4.02879,1.450467
366,23.59204236,0.949603,4.101839,1.468298
367,23.658077079999998,1.102593,4.171876,1.480078
368,23.713445139999997,1.221171,4.203616,1.484488
369,23.780781939999997,1.393566,4.225205,1.477537
370,23.85067083,1.572559,4.218451,1.450777
371,23.921021529999997,1.762754,4.19465,1.412364
372,23.98391042,1.931232,4.157053,1.365835
373,24.044743750000002,2.106521,4.10816,1.312245
374,24.104945139999998,2.291037,4.049048,1.261639
375,24.213670829999998,2.637122,3.906563,1.186995
376,24.275969439999997,2.854939,3.790689,1.161306
377,24.34508056,3.060021,3.650145,1.150502
378,24.41776111,3.245386,3.487308,1.151714
379,24.480417359999997,3.384542,3.333897,1.161723
380,24.53484444,3.486716,3.199322,1.178981
381,24.59193819,3.59082,3.029553,1.203334
382,24.647077080000003,3.676708,2.858051,1.234303
383,24.687150000000003,3.726676,2.745454,1.262475
384,24.722684719999997,3.759197,2.662591,1.286738
385,24.76825764,3.810771,2.528168,1.332293
386,24.82901458,3.867155,2.369592,1.386299
387,24.908025000000002,3.936345,2.160911,1.443704
388,24.99241042,3.999068,1.950858,1.476544
389,25.067868750000002,4.048922,1.739498,1.492936
390,25.13182708,4.071801,1.57951,1.492312
391,25.204139579999996,4.079233,1.39028,1.483067
392,25.28597292,4.052402,1.14618,1.464501
393,25.35306319,4.010992,0.987179,1.451769
394,25.4309625,3.926857,0.786228,1.433812
395,25.500292360000003,3.822004,0.627874,1.413283
396,25.56187569,3.71021,0.509887,1.395303
397,25.61975417,3.579946,0.410972,1.3774
398,25.676257640000003,3.433057,0.331459,1.356748
399,25.72953889,3.301874,0.282516,1.334231
400,25.782761110000003,3.16372,0.248895,1.30677
401,25.82685833,3.016045,0.226882,1.285619
402,25.866445139999996,2.89416,0.219365,1.267878
403,25.940021530000003,2.675804,0.230511,1.230359
404,26.002372219999998,2.48092,0.252251,1.201807
405,26.073205559999998,2.249783,0.292337,1.169619
406,26.13768819,2.014683,0.345638,1.143597
407,26.20725417,1.778109,0.417404,1.119184
408,26.289420829999997,1.509384,0.518837,1.100671
409,26.367535420000003,1.252887,0.640473,1.102151
410,26.452542360000002,1.020253,0.793921,1.119937
411,26.54300069,0.796155,1.003869,1.154179
412,26.721632639999996,0.495645,1.510406,1.23268
413,26.796156939999996,0.421543,1.761145,1.262519
414,26.850764579999996,0.386738,1.922895,1.278377
415,26.892472919999996,0.367306,2.055356,1.289425
416,26.94256319,0.346163,2.219806,1.303785
417,27.00350417,0.329402,2.419997,1.322589
418,27.07201458,0.31461,2.654857,1.348117
419,27.13813958,0.305619,2.889566,1.370224
420,27.188778469999995,0.306058,3.055585,1.386225
421,27.22583056,0.311697,3.184034,1.401425
422,27.293045829999997,0.328346,3.370621,1.433595
423,27.359209029999995,0.379242,3.576536,1.458778
424,27.4330875,0.453294,3.762461,1.486606
425,27.514656939999995,0.568196,3.940347,1.517313
426,27.592014579999997,0.712378,4.074005,1.537551
427,27.648656939999995,0.839544,4.142573,1.543911
428,27.70091736,0.953385,4.181705,1.541348
429,27.761049310000004,1.099524,4.209309,1.528001
430,27.821264580000005,1.253668,4.213111,1.501852
431,27.873403470000007,1.386568,4.201997,1.473751
432,27.938261110000006,1.583237,4.170184,1.430579
433,28.004893060000008,1.757641,4.125591,1.388239
434,28.069275000000005,1.968611,4.061143,1.343035
435,28.12698333,2.155677,3.997886,1.313709
436,28.189927780000005,2.345425,3.925476,1.290374
437,28.277031940000008,2.627066,3.798406,1.270203
438,28.337656940000002,2.807728,3.697703,1.266342
439,28.399063190000007,2.980686,3.58482,1.268338
440,28.464035420000002,3.141154,3.456728,1.266118
441,28.514476390000006,3.263013,3.342636,1.268609
442,28.557969440000008,3.374266,3.221785,1.278233
443,28.608219440000006,3.47306,3.09274,1.289491
444,28.656424310000006,3.560709,2.959846,1.305325
